"Name","Lifetime","Nationality","Notable.as","Orientation","Sex","Era","Name.old","Partners","Link"
" Randall Garrison","1950","Canadian","Politician","G","M","AD","Randall Garrison","Teddy Pardede","https://en.wikipedia.org/wiki/Randall_Garrison"
" Sam Garrison","1952","American","Lawyer, defended Nixon during impeachment trial","G","M","AD","Sam Garrison","0","https://en.wikipedia.org/wiki/Sam_Garrison"
" Stephen Gately","1976-2009","Irish","Pop musician, actor","G","M","AD","Stephen Gately","0","https://en.wikipedia.org/wiki/Stephen_Gately"
" Mark Gatiss","1966","British","Actor, writer","G","M","AD","Mark Gatiss","Ian Hallard (2008ñpresent)[2]","https://en.wikipedia.org/wiki/Mark_Gatiss"
" Sylvain Gaudreault","1970","Canadian","Politician","G","M","AD","Sylvain Gaudreault","0","https://en.wikipedia.org/wiki/Sylvain_Gaudreault"
" Jean Paul Gaultier","1952","French","Fashion designer","G","M","AD","Jean-Paul Gaultier","Francis Menuge[2]","https://en.wikipedia.org/wiki/Jean_Paul_Gaultier"
" Kerry Gauthier","1955","American","Politician","G","M","AD","Kerry Gauthier","0","https://en.wikipedia.org/wiki/Kerry_Gauthier"
" Mary Gauthier","1962","American","Singer, songwriter","L","F","AD","Mary Gauthier","0","https://en.wikipedia.org/wiki/Mary_Gauthier"
" Megan Rose Gedris","1986","American","Comic artist, writer","L","F","AD","Megan Rose Gedris","0","https://en.wikipedia.org/wiki/Megan_Rose_Gedris"
" Vera Gedroitz","1876-1932","Russian","Surgeon, poet","L","F","AD","Vera Gedroitz","0","https://en.wikipedia.org/wiki/Vera_Gedroitz"
" Will Geer","1902-1978","American","Actor","B","M","AD","Will Geer","Herta Ware (1934ñ1954; divorced)","https://en.wikipedia.org/wiki/Will_Geer"
" David Geffen","1943","American","Record executive","G","M","AD","David Geffen","0","https://en.wikipedia.org/wiki/David_Geffen"
" Kai Gehring","1977","German","Politician","G","M","AD","Kai Gehring","0","https://en.wikipedia.org/wiki/Kai_Gehring"
" Joe Genaro","1962","American","Singer, musician (Dead Milkmen)","G","M","AD","Joe Genaro","0","https://en.wikipedia.org/wiki/Joe_Genaro"
" Jean Genet","1910-1986","French","Playwright, political activist","G","M","AD","Jean Genet","0","https://en.wikipedia.org/wiki/Jean_Genet"
" Louise Boije af Genn √s","1961","Swedish","Writer, feminist, author","L","F","AD","Louise Boije af Genn√§s","0","0"
" Kitty Genovese","1935-1964","American","Crime victim","L","F","AD","Kitty Genovese","Mary Ann Zielonko","https://en.wikipedia.org/wiki/Kitty_Genovese"
" Boy George","1961","British","Pop musician","G","M","AD","Boy George","0","https://en.wikipedia.org/wiki/Boy_George"
" Stefan George","1868-1933","German","Poet","G","M","AD","Stefan George","0","https://en.wikipedia.org/wiki/Stefan_George"
" David Gerrold","1944","American","Science fiction writer","G","M","AD","David Gerrold","0","https://en.wikipedia.org/wiki/David_Gerrold"
" Malcolm Gets","1963","American","Actor","G","M","AD","Malcolm Gets","0","https://en.wikipedia.org/wiki/Malcolm_Gets"
" Joel Gibb","1977","Canadian","Folk-rock musician","G","M","AD","Joel Gibb","0","https://en.wikipedia.org/wiki/Joel_Gibb"
" Andre Gide","1869-1951","French","Author and Nobel prize winner","G","M","AD","Andr√© Gide","Madeleine Rondeaux Gide","https://en.wikipedia.org/wiki/Andre_Gide"
" John Gielgud","1904-2000","English","Actor","G","M","AD","John Gielgud","0","https://en.wikipedia.org/wiki/John_Gielgud"
" Jaime Gil de Biedma","1929-1990","Spanish","Poet","G","M","AD","Jaime Gil de Biedma","0","0"
" Sara Gilbert","1975","American","Actor","L","F","AD","Sara Gilbert","Linda Perry (m.†2014)","https://en.wikipedia.org/wiki/Sara_Gilbert"
" Peter Gill","1939","Welsh","Playwright","G","M","AD","Peter Gill","0","https://en.wikipedia.org/wiki/Peter_Gill"
" Thea Gill","1970","Canadian","Actor","B","F","AD","Thea Gill","Brian Richmond (divorced)","https://en.wikipedia.org/wiki/Thea_Gill"
" Tim Gill","1953","American","Software entrepreneur, LGBT rights activist","G","M","AD","Tim Gill","Scott Miller[1]","https://en.wikipedia.org/wiki/Tim_Gill"
" Kayne Gillaspie","1979","American","Fashion designer","G","M","AD","Kayne Gillaspie","0","https://en.wikipedia.org/wiki/Kayne_Gillaspie"
" Christopher Gillis","1951-1993","Canadian","Dancer, choreographer","G","M","AD","Christopher Gillis","0","https://en.wikipedia.org/wiki/Christopher_Gillis"
" Dan Gillespie Sells","1979","English","Rock musician (The Feeling)","G","M","AD","Dan Gillespie Sells","0","https://en.wikipedia.org/wiki/Dan_Gillespie_Sells"
" Laura Gilpin","1891-1979","American","Photographer","L","F","AD","Laura Gilpin","0","https://en.wikipedia.org/wiki/Laura_Gilpin"
" Ginal Joann","†","American","Politician","L","F","AD","Ginal, JoannJoann Ginal","0","https://en.wikipedia.org/wiki/Joann_Ginal"
" Candace Gingrich","1966","American","LGBT rights activist","L","F","AD","Candace Gingrich","0","https://en.wikipedia.org/wiki/Candace_Gingrich"
" Jon Ginoli","1959","American","Rock musician (Pansy Division)","G","M","AD","Jon Ginoli","0","https://en.wikipedia.org/wiki/Jon_Ginoli"
" Allen Ginsberg","1926-1997","American","Poet","G","M","AD","Allen Ginsberg","Peter Orlovsky (1954ñ97; Ginsberg's death)","https://en.wikipedia.org/wiki/Allen_Ginsberg"
" Missy Giove","1972","American","Professional mountain biker","L","F","AD","Missy Giove","0","https://en.wikipedia.org/wiki/Missy_Giove"
" Barbara Gittings","1932-2007","American","Gay rights activist","L","F","AD","Barbara Gittings","0","https://en.wikipedia.org/wiki/Barbara_Gittings"
" Chris Glaser","1977","American","Christian minister, activist, author","G","M","AD","Chris Glaser","0","https://en.wikipedia.org/wiki/Chris_Glaser"
" Sherry Glaser","1960","American","Activist, actor","L","F","AD","Sherry Glaser","0","https://en.wikipedia.org/wiki/Sherry_Glaser"
" Gerald Glaskin","1923-2000","Australian","Writer","G","M","AD","Gerald Glaskin","0","https://en.wikipedia.org/wiki/Gerald_Glaskin"
" Todd Glass","1964","American","Stand Up Comedian","G","M","AD","Todd Glass","0","https://en.wikipedia.org/wiki/Todd_Glass"
" Thomas Glave","1964","American","Writer, essayist, professor","G","M","AD","Thomas Glave","0","https://en.wikipedia.org/wiki/Thomas_Glave"
" James Gleeson","1915-2008","Australian","Painter","G","M","AD","James Gleeson","0","https://en.wikipedia.org/wiki/James_Gleeson"
" Deborah Glick","1950","American","Politician","L","F","AD","Deborah Glick","0","https://en.wikipedia.org/wiki/Deborah_Glick"
" John Glover","1944","American","Actor","G","M","AD","John Glover","0","https://en.wikipedia.org/wiki/John_Glover"
" Gluck","1895-1978","British","Painter","L","F","AD","Gluck","0","https://en.wikipedia.org/wiki/Gluck"
" Karel Goeyvaerts","1923-1993","Belgian","20th century classical composer","G","M","AD","Karel Goeyvaerts","0","https://en.wikipedia.org/wiki/Karel_Goeyvaerts"
" Michael Goff","†","","Founder of Out Magazine","G","M","AD","Michael Goff","0","https://en.wikipedia.org/wiki/Michael_Goff"
" Manvendra Singh Gohil","1965","Indian","Prince of Rajpipla","G","M","AD","Manvendra Singh Gohil","Chandrika Kumari, princess of Jhabua (separated/divorced)","https://en.wikipedia.org/wiki/Manvendra_Singh_Gohil"
" Ari Gold","1974","American","R&B musician","G","M","AD","Ari Gold","0","https://en.wikipedia.org/wiki/Ari_Gold"
" Judy Gold","1962","American","Comedian","L","F","AD","Judy Gold","Elysa [1]","https://en.wikipedia.org/wiki/Judy_Gold"
" Jackie Goldberg","1937","American","Politician","L","F","AD","Jackie Goldberg","Sharon Stricker","https://en.wikipedia.org/wiki/Jackie_Goldberg"
" Alison Goldfrapp","1966","British","Musician","B","F","AD","Alison Goldfrapp","0","https://en.wikipedia.org/wiki/Alison_Goldfrapp"
" Julie Goldman","†","American","Comedian","L","F","AD","Julie Goldman","0","https://en.wikipedia.org/wiki/Julie_Goldman"
" Andrea Goldsmith","1950","Australian","Writer","L","F","AD","Andrea Goldsmith","0","https://en.wikipedia.org/wiki/Andrea_Goldsmith"
" Andrew Goldstein","1983","American","Lacrosse player","G","M","AD","Andrew Goldstein","0","https://en.wikipedia.org/wiki/Andrew_Goldstein"
" Oliver Goldstick","1961","American","Screenwriter, producer","G","M","AD","Oliver Goldstick","0","https://en.wikipedia.org/wiki/Oliver_Goldstick"
" Gabriella Goliger","†","Canadian","Writer","L","F","AD","Gabriella Goliger","0","https://en.wikipedia.org/wiki/Gabriella_Goliger"
" Peter Gomes","1942","American","Baptist preacher, theologian","G","M","AD","Peter Gomes","0","https://en.wikipedia.org/wiki/Peter_Gomes"
" Jewelle Gomez","1948","American","Writer, cultural worker","L","F","AD","Jewelle Gomez","0","https://en.wikipedia.org/wiki/Jewelle_Gomez"
" Marga Gomez","1960","American","Comedian","L","F","AD","Marga Gomez","0","https://en.wikipedia.org/wiki/Marga_Gomez"
" Felix Gonzalez Torres","1957-1996","Cuban","Artist","G","M","AD","F√©lix Gonz√°lez-Torres","0","0"
" Brad Gooch","1952","American","Writer","G","M","AD","Brad Gooch","0","https://en.wikipedia.org/wiki/Brad_Gooch"
" Paul Goodman","1911-1972","American","Writer","B","M","AD","Paul Goodman","0","https://en.wikipedia.org/wiki/Paul_Goodman"
" Julie Goodyear","1942","English","Actor","B","F","AD","Julie Goodyear","Ray Sutcliffe (m. 1960; div. 1963)
Tony Rudman (m. 1973; ann. 1974)
Richard Skrob (m. 1985; wid. 1987)
Scott Brand (m. 2007ñpresent)","https://en.wikipedia.org/wiki/Julie_Goodyear"
" Debbie Googe","1962","English","Rock musician (My Bloody Valentine)","L","F","AD","Debbie Googe","0","https://en.wikipedia.org/wiki/Debbie_Googe"
" Derrick Gordon","1991","American","College basketball player","G","M","AD","Derrick Gordon","0","https://en.wikipedia.org/wiki/Derrick_Gordon"
" Peter Gordon","1963","New Zealander","Chef","G","M","AD","Peter Gordon","0","https://en.wikipedia.org/wiki/Peter_Gordon"
" Rich Gordon","1948","American","Politician","G","M","AD","Rich Gordon","Dr. Dennis McShane","https://en.wikipedia.org/wiki/Rich_Gordon"
" Lesley Gore","1946-2015","American","Pop musician","L","F","AD","Lesley Gore","Lois Sasson(1982ñ2015; Gore's death)","https://en.wikipedia.org/wiki/Lesley_Gore"
" Eva Gore Booth","1870-1926","Irish","Writer, activist","L","F","AD","Eva Gore-Booth","Esther Roper","https://en.wikipedia.org/wiki/Eva_Gore_Booth"
" John C Goss","1958","American","Artist, writer","G","M","AD","John C. Goss","0","0"
" Jason Gould","1966","American","Actor","G","M","AD","Jason Gould","0","https://en.wikipedia.org/wiki/Jason_Gould"
" Nickolas Grace","1947","English","Actor","G","M","AD","Nickolas Grace","0","https://en.wikipedia.org/wiki/Nickolas_Grace"
" Joey Graceffa","1991","American","YouTube Personality","G","M","AD","Joey Graceffa","0","https://en.wikipedia.org/wiki/Joey_Graceffa"
" Gwendolyn Graham","1963","American","Serial killer","L","F","AD","Gwendolyn Graham","0","https://en.wikipedia.org/wiki/Gwendolyn_Graham"
" Jessica Graham","†","American","Actor","L","F","AD","Jessica Graham","0","https://en.wikipedia.org/wiki/Jessica_Graham"
" Judy Grahn","1940","American","Poet","L","F","AD","Judy Grahn","0","https://en.wikipedia.org/wiki/Judy_Grahn"
" Percy Grainger","1882-1961","Australian","Composer, pianist","G","M","AD","Percy Grainger","0","https://en.wikipedia.org/wiki/Percy_Grainger"
" Elisabeth de Gramont","1875-1954","French","Writer","B","F","AD","Elisabeth de Gramont","0","https://en.wikipedia.org/wiki/Elisabeth_de_Gramont"
" Michael Grandage","1962","English","Theatre director","G","M","AD","Michael Grandage","0","https://en.wikipedia.org/wiki/Michael_Grandage"
" Farley Granger","1925","American","Actor","B","M","AD","Farley Granger","Robert Calhoun
(1959ñ2008; Calhoun's death)","https://en.wikipedia.org/wiki/Farley_Granger"
" John Grant","1968","American","Musician","G","M","AD","John Grant","0","https://en.wikipedia.org/wiki/John_Grant"
" Russell Grant","1951","English","Astrologer","G","M","AD","Russell Grant","Doug Beaumont[3](1972ñ)","https://en.wikipedia.org/wiki/Russell_Grant"
" Toni Graphia","1961","American","Television writer, producer","L","F","AD","Toni Graphia","0","https://en.wikipedia.org/wiki/Toni_Graphia"
" Mitch Grassi","1992","American","Singer, songwriter","G","M","AD","Mitch Grassi","0","https://en.wikipedia.org/wiki/Mitch_Grassi"
" Jim Gray","1958-2005","British","Northern Ireland Ulster loyalist paramilitary leader","B","M","AD","Jim Gray","0","https://en.wikipedia.org/wiki/Jim_Gray"
" Devin K Grayson","†","American","Comic book writer and novelist","B","M","AD","Devin K. Grayson","0","0"
" Steven Greenberg","1956","American","Orthodox rabbi","G","M","AD","Steven Greenberg","0","https://en.wikipedia.org/wiki/Steven_Greenberg"
" Kenny Greene","1969-2001","American","R&B musician","G","M","AD","Kenny Greene","0","https://en.wikipedia.org/wiki/Kenny_Greene"
" Robert Joseph Greene","1973","Canadian","Writer","G","M","AD","Robert Joseph Greene","0","https://en.wikipedia.org/wiki/Robert_Joseph_Greene"
" Glenn Greenwald","1967","American","Commentator","G","M","AD","Glenn Greenwald","David Michael Miranda","https://en.wikipedia.org/wiki/Glenn_Greenwald"
" Alex Greenwich","1980","Australian","Politician","G","M","AD","Alex Greenwich","Victor Hoeld","https://en.wikipedia.org/wiki/Alex_Greenwich"
" Brian Greig","1966","Australian","Politician","G","M","AD","Brian Greig","0","https://en.wikipedia.org/wiki/Brian_Greig"
" Dorien Grey b Roger Margason","†-2015","American","Mystery writer","G","M","AD","Dorien Grey (b. Roger Margason)","0","0"
" Sasha Grey","1988","American","Former porn star","B","F","AD","Sasha Grey","0","https://en.wikipedia.org/wiki/Sasha_Grey"
" John Greyson","1960","Canadian","Filmmaker","G","M","AD","John Greyson","Stephen Andrews[1]","https://en.wikipedia.org/wiki/John_Greyson"
" Charles Griffes","1884-1920","American","20th century classical composer","G","M","AD","Charles Griffes","0","https://en.wikipedia.org/wiki/Charles_Griffes"
" Nicola Griffith","1960","British","Writer","L","F","AD","Nicola Griffith","0","https://en.wikipedia.org/wiki/Nicola_Griffith"
" Brittney Griner","1990","American","Professional basketball player","L","F","AD","Brittney Griner","0","https://en.wikipedia.org/wiki/Brittney_Griner"
" Angelina Weld Grimke","1880-1958","American","Journalist, poet","L","F","AD","Angelina Weld Grimke","0","https://en.wikipedia.org/wiki/Angelina_Weld_Grimke"
" Nick Grimshaw","1984","English","DJ, radio and television presenter","G","M","AD","Nick Grimshaw","0","https://en.wikipedia.org/wiki/Nick_Grimshaw"
" George Grizzard","1928-2007","American","Actor","G","M","AD","George Grizzard","William Tynan[1]","https://en.wikipedia.org/wiki/George_Grizzard"
" David Groff","†","American","Poet, author","G","M","AD","David Groff","0","https://en.wikipedia.org/wiki/David_Groff"
" Jonathan Groff","1985","American","Actor","G","M","AD","Jonathan Groff","0","https://en.wikipedia.org/wiki/Jonathan_Groff"
" Ole Henrik Gra","1984","Norwegian","Politician","G","M","AD","Ole Henrik Gr√∏nn","0","0"
" Friedrich Paul von Groszheim","1906-1903","German","WWII concentration camp survivor","G","M","AD","Friedrich-Paul von Groszheim","0","0"
" Brett Josef Grubisic","1963","Canadian","Writer","G","M","AD","Brett Josef Grubisic","0","https://en.wikipedia.org/wiki/Brett_Josef_Grubisic"
" Detlef Grumbach","1955","German","Writer, journalist","G","M","AD","Detlef Grumbach","0","https://en.wikipedia.org/wiki/Detlef_Grumbach"
" Stephen Guarino","1975","American","Actor, comedian","G","M","AD","Stephen Guarino","0","https://en.wikipedia.org/wiki/Stephen_Guarino"
" Patrick Guerriero","†","American","Politician","G","M","AD","Patrick Guerriero","0","https://en.wikipedia.org/wiki/Patrick_Guerriero"
" Michael Guest","1957","American","Diplomat, Ambassador to Romania","G","M","AD","Michael Guest","0","https://en.wikipedia.org/wiki/Michael_Guest"
" Carol Guess","1968","American","Writer","L","F","AD","Carol Guess","0","https://en.wikipedia.org/wiki/Carol_Guess"
" Herve Guibert","1955-1990","French","Writer","G","M","AD","Herv√© Guibert","0","https://en.wikipedia.org/wiki/Herve_Guibert"
" Joe Gulla","1964","American","Playwright, actor","G","M","AD","Joe Gulla","0","https://en.wikipedia.org/wiki/Joe_Gulla"
" Steve Gunderson","1951","American","Politician","G","M","AD","Steve Gunderson","0","https://en.wikipedia.org/wiki/Steve_Gunderson"
" Isobel Gunn","1780-1861","Scottish","Laborer who passed as a man","L","F","AD","Isobel Gunn","0","https://en.wikipedia.org/wiki/Isobel_Gunn"
" Sakia Gunn","1987-2003","American","Teenage murder victim","L","F","AD","Sakia Gunn","0","https://en.wikipedia.org/wiki/Sakia_Gunn"
" Tim Gunn","1953","American","Television personality","G","M","AD","Tim Gunn","0","https://en.wikipedia.org/wiki/Tim_Gunn"
" Allan Gurganus","1947","American","Writer","G","M","AD","Allan Gurganus","0","https://en.wikipedia.org/wiki/Allan_Gurganus"
" Reed Gusciora","1960","American","Politician","G","M","AD","Reed Gusciora","0","https://en.wikipedia.org/wiki/Reed_Gusciora"
" Guzman Lucauca","†","American","Politician","L","F","AD","Guzm√°n, Luc√≠aLuc√≠a Guzm√°n","0","0"
" Roland Gwynne","1882-1971","British","Politician, lover of suspected serial killer John Bodkin Adams","G","M","AD","Roland Gwynne","0","https://en.wikipedia.org/wiki/Roland_Gwynne"
" Jacob Israade Haan","1881-1924","Dutch","Journalist and writer","G","M","AD","Jacob Isra√´l de Haan","0","0"
" Fritz Haarmann","1879-1925","German","Serial killer","G","M","AD","Fritz Haarmann","0","https://en.wikipedia.org/wiki/Fritz_Haarmann"
" Pekka Haavisto","1958","Finnish","Politician","G","M","AD","Pekka Haavisto","Nexar Antonio Flores","https://en.wikipedia.org/wiki/Pekka_Haavisto"
" Marilyn Hacker","1942","American","Poet","L","F","AD","Marilyn Hacker","0","https://en.wikipedia.org/wiki/Marilyn_Hacker"
