Name,Lifetime,Nationality,Notable.as,Orientation,Sex,Era,Name.old,Partners,Link
 Saavedra Jorge,,Mexican,AIDS activist,G,M,AD,"Saavedra, JorgeJorge Saavedra",NA,https://en.wikipedia.org/wiki/Jorge_Saavedra
 Acevedo Jeronimo Saavedra,1936,Canarian,Politician,G,M,AD,"Acevedo, Jerónimo SaavedraJerónimo Saavedra Acevedo",NA,https://en.wikipedia.org/wiki/Jeronimo_Saavedra_Acevedo
 Sabados Steven,,Canadian,Interior designer and talk show host.,G,M,AD,"Sabados, StevenSteven Sabados",NA,https://en.wikipedia.org/wiki/Steven_Sabados
 Sabin Diane,1952,American,LGBT rights activist,L,F,AD,"Sabin, DianeDiane Sabin",NA,https://en.wikipedia.org/wiki/Diane_Sabin
 Sachs Maurice,1906-1945,French,Writer,G,M,AD,"Sachs, MauriceMaurice Sachs",NA,https://en.wikipedia.org/wiki/Maurice_Sachs
 Sacks Oliver,1933,English,Neurologist,G,M,AD,"Sacks, OliverOliver Sacks",NA,https://en.wikipedia.org/wiki/Oliver_Sacks
 Sackville West Vita,1892-1962,English,Writer,L,F,AD,"Sackville-West, VitaVita Sackville-West",NA,https://en.wikipedia.org/wiki/Vita_Sackville_West
 Sade Marquis de,1740-1814,French,"Writer, philosopher",B,M,AD,"Sade, Marquis deMarquis de Sade",NA,https://en.wikipedia.org/wiki/Marquis_de_Sade
 Sadownick Douglas,,American,Writer,G,M,AD,"Sadownick, DouglasDouglas Sadownick",NA,https://en.wikipedia.org/wiki/Douglas_Sadownick
 Saenz Benjamin Alire,1954,American,Writer,G,M,AD,"Sáenz, Benjamin AlireBenjamin Alire Sáenz",NA,https://en.wikipedia.org/wiki/Benjamin_Alire_Saenz
 Saenz Jaime,1921-1986,Bolivian,Writer,B,F,AD,"Sáenz, JaimeJaime Sáenz",NA,https://en.wikipedia.org/wiki/Jaime_Saenz
 Sagan Franase,1935-2004,French,"Playwright, novelist, screenwriter",L,F,AD,"Sagan, FrançoiseFrançoise Sagan",NA,0
 Sagan Leontine,1889-1974,Austrian,"Actor, theater director",L,F,AD,"Sagan, LeontineLeontine Sagan",NA,https://en.wikipedia.org/wiki/Leontine_Sagan
 Sagat Franas,1979,French,Porn star,G,M,AD,"Sagat, FrançoisFrançois Sagat",NA,0
 Sagawa Issei,1949,Japanese,Murderer / Cannibal,B,M,AD,"Sagawa, IsseiIssei Sagawa",NA,https://en.wikipedia.org/wiki/Sagawa_Issei
 Sage Sinn,1983,American,Porn star,B,M,AD,"Sage, SinnSinn Sage",NA,https://en.wikipedia.org/wiki/Sinn_Sage
 Sahely Ed,1969,Canadian,"Actor, comedian",G,M,AD,"Sahely, EdEd Sahely",NA,https://en.wikipedia.org/wiki/Ed_Sahely
 Saint James St,1966,American,Former Club Kid and author,G,M,AD,"Saint JamesSt. James, JamesJames St. James",NA,0
 Saint Laurent Yves,1936,French,Fashion designer,G,M,AD,"Saint-Laurent, YvesYves Saint-Laurent",NA,https://en.wikipedia.org/wiki/Yves_Saint_Laurent
 Saliers Emily,1963,American,Rock musician (Indigo Girls),L,F,AD,"Saliers, EmilyEmily Saliers",NA,https://en.wikipedia.org/wiki/Emily_Saliers
 Salo Ola,1977,Swedish,Rock musician,B,M,AD,"Salo, OlaOla Salo",NA,https://en.wikipedia.org/wiki/Ola_Salo
 Saltarelli Jacopo,1459-,Italian,"Model, prostitute",G,M,AD,"Saltarelli, JacopoJacopo Saltarelli",NA,https://en.wikipedia.org/wiki/Jacopo_Saltarelli
 Salva Victor,1958,American,Film director,G,M,AD,"Salva, VictorVictor Salva",NA,https://en.wikipedia.org/wiki/Victor_Salva
 Salvail aa,1971,Canadian,Model,L,F,AD,"Salvail, ÈveÈve Salvail",NA,0
 Salvato Ed,,American,Writer,G,M,AD,"Salvato, EdEd Salvato",NA,https://en.wikipedia.org/wiki/Ed_Salvato
 Salzgeber Manfred,1943-1994,German,"Actor, film producer",G,M,AD,"Salzgeber, ManfredManfred Salzgeber",NA,https://en.wikipedia.org/wiki/Manfred_Salzgeber
 Sam Michael,1990,American,Football player,G,M,AD,"Sam, MichaelMichael Sam",NA,https://en.wikipedia.org/wiki/Sam_Michael
 Samson J D,1978,American,Performer,L,F,AD,"Samson, JDJD Samson",NA,0
 Sanchez Alex,1957,Mexican,Writer,G,M,AD,"Sanchez, AlexAlex Sanchez",NA,https://en.wikipedia.org/wiki/Alex_Sanchez
 Sanders Sue,1947,English,Activist,L,F,AD,"Sanders, SueSue Sanders",NA,https://en.wikipedia.org/wiki/Sue_Sanders
 Sanderson Terry,1946,English,"Writer, secularist, activist",G,M,AD,"Sanderson, TerryTerry Sanderson",NA,https://en.wikipedia.org/wiki/Terry_Sanderson
 Sandin Ramon,1970,Puerto Rican,"Diver, actor",G,M,AD,"Sandin, RamonRamon Sandin",NA,https://en.wikipedia.org/wiki/Ramon_Sandin
 Sandler Barry,1947,American,Filmmaker,G,M,AD,"Sandler, BarryBarry Sandler",NA,https://en.wikipedia.org/wiki/Barry_Sandler
 Sands Diane,1947,American,Politician,L,F,AD,"Sands, DianeDiane Sands",NA,https://en.wikipedia.org/wiki/Diane_Sands
 Santi Sophia,1981,Canadian,Porn star,B,F,AD,"Santi, SophiaSophia Santi",NA,https://en.wikipedia.org/wiki/Sophia_Santi
 Sandy Michael,1977-2006,American,Murder victim,G,M,AD,"Sandy, MichaelMichael Sandy",NA,https://en.wikipedia.org/wiki/Michael_Sandy
 Sapphire,1950,American,"Writer, performance artist",L,F,AD,Sapphire,NA,https://en.wikipedia.org/wiki/Sapphire
 Sappho,630-570,Greek,Poet,L,F,BC,Sappho,NA,https://en.wikipedia.org/wiki/Sappho
 Sargent Dick,1930-1994,American,Actor,G,M,AD,"Sargent, DickDick Sargent",NA,https://en.wikipedia.org/wiki/Dick_Sargent
 Sargeson Frank,1903-1982,New Zealander,Writer,G,M,AD,"Sargeson, FrankFrank Sargeson",NA,https://en.wikipedia.org/wiki/Frank_Sargeson
 Sarnoff Elizabeth,,American,Screenwriter,L,F,AD,"Sarnoff, ElizabethElizabeth Sarnoff",NA,https://en.wikipedia.org/wiki/Elizabeth_Sarnoff
 Sassoon Siegfried,1886-1967,English,Writer,G,M,AD,"Sassoon, SiegfriedSiegfried Sassoon",NA,https://en.wikipedia.org/wiki/Siegfried_Sassoon
 Sarton May,1912-1995,Belgian,Writer,L,F,AD,"Sarton, MayMay Sarton",NA,https://en.wikipedia.org/wiki/May_Sarton
 Satchwell Kathleen,,South African,Judge,L,F,AD,"Satchwell, KathleenKathleen Satchwell",NA,https://en.wikipedia.org/wiki/Kathleen_Satchwell
 Satre Tully,1989,American,"Student, LGBT rights activist",G,M,AD,"Satre, TullyTully Satre",NA,https://en.wikipedia.org/wiki/Tully_Satre
 Saul John,1942,American,Writer,G,M,AD,"Saul, JohnJohn Saul",NA,https://en.wikipedia.org/wiki/John_Saul
 Savage Dan,1964,American,Columnist,G,M,AD,"Savage, DanDan Savage",NA,https://en.wikipedia.org/wiki/Dan_Savage
 Savannah,1970-1994,American,Porn star,B,M,AD,Savannah,NA,https://en.wikipedia.org/wiki/Savannah
 Savitz Ed,1942-1993,American,Criminal,G,M,AD,"Savitz, EdEd Savitz",NA,https://en.wikipedia.org/wiki/Ed_Savitz
 Saxberg Lorne,1958-2006,Canadian,Journalist,G,M,AD,"Saxberg, LorneLorne Saxberg",NA,https://en.wikipedia.org/wiki/Lorne_Saxberg
 Saylor Steven,1956,American,Writer,G,M,AD,"Saylor, StevenSteven Saylor",NA,https://en.wikipedia.org/wiki/Steven_Saylor
 Scaasi Arnold,1931,Canadian,Fashion designer,G,M,AD,"Scaasi, ArnoldArnold Scaasi",NA,https://en.wikipedia.org/wiki/Arnold_Scaasi
 Scanio Alfonso Pecoraro,1959,Italian,Politician,B,M,AD,"Scanio, Alfonso PecoraroAlfonso Pecoraro Scanio",NA,https://en.wikipedia.org/wiki/Alfonso_Pecoraro_Scanio
 Scagliotti John,,American,Film director,G,M,AD,"Scagliotti, JohnJohn Scagliotti",NA,https://en.wikipedia.org/wiki/John_Scagliotti
 Scanlan Dick,1961,American,Writer,G,M,AD,"Scanlan, DickDick Scanlan",NA,https://en.wikipedia.org/wiki/Dick_Scanlan
 Scarpelli Glenn,1966,American,Actor,G,M,AD,"Scarpelli, GlennGlenn Scarpelli",NA,https://en.wikipedia.org/wiki/Glenn_Scarpelli
 Scavullo Francesco,1921-2004,American,Photographer,G,M,AD,"Scavullo, FrancescoFrancesco Scavullo",NA,https://en.wikipedia.org/wiki/Francesco_Scavullo
 Schafer Sue,,American,Politician,L,F,AD,"Schafer, SueSue Schafer",NA,https://en.wikipedia.org/wiki/Sue_Schafer
 Scheffer Will,,American,Screenwriter and television producer,G,M,AD,"Scheffer, WillWill Scheffer",NA,https://en.wikipedia.org/wiki/Will_Scheffer
 Schellenbach Kate,1966,American,Rock musician (Luscious Jackson),L,F,AD,"Schellenbach, KateKate Schellenbach",NA,https://en.wikipedia.org/wiki/Kate_Schellenbach
 Schemel Patty,1967,American,Rock musician (Hole),L,F,AD,"Schemel, PattyPatty Schemel",NA,https://en.wikipedia.org/wiki/Patty_Schemel
 Scheua Christian Scheu �y,1966,German,Writer,G,M,AD,"Scheuß, ChristianChristian Scheuß",NA,0
 Schick Gerhard,1972,German,Politician,G,M,AD,"Schick, GerhardGerhard Schick",NA,https://en.wikipedia.org/wiki/Gerhard_Schick
 Schindler Jr Allen R,1969-1992,American,U.S. Naval Seaman,G,M,AD,"Schindler, Jr., Allen R.Allen R. Schindler, Jr.",NA,0
 Schippers Thomas,1930-1977,American,"Composer, conductor",G,M,AD,"Schippers, ThomasThomas Schippers",NA,https://en.wikipedia.org/wiki/Thomas_Schippers
 Schlesinger John,1926-2003,English,Film director,G,M,AD,"Schlesinger, JohnJohn Schlesinger",NA,https://en.wikipedia.org/wiki/John_Schlesinger
 Schneebaum Tobias,1922-2005,American,Artist,G,M,AD,"Schneebaum, TobiasTobias Schneebaum",NA,https://en.wikipedia.org/wiki/Tobias_Schneebaum
 Schneider Fred,1951,American,Rock musician (The B-52's),G,M,AD,"Schneider, FredFred Schneider",NA,https://en.wikipedia.org/wiki/Fred_Schneider
 Schneider Maria,1952,French,Actor,B,F,AD,"Schneider, MariaMaria Schneider",NA,https://en.wikipedia.org/wiki/Maria_Schneider
 Schoppmann Claudia,1958,German,Historian and writer,L,F,AD,"Schoppmann, ClaudiaClaudia Schoppmann",NA,https://en.wikipedia.org/wiki/Claudia_Schoppmann
 Schrader Rand,1945-1993,American,Activist and judge,G,M,AD,"Schrader, RandRand Schrader",NA,https://en.wikipedia.org/wiki/Rand_Schrader
 Schrag Ariel,1979,American,Cartoonist,L,F,AD,"Schrag, ArielAriel Schrag",NA,https://en.wikipedia.org/wiki/Ariel_Schrag
 Schragenheim Felice,1922-1944,German,Resistance fighter,L,F,AD,"Schragenheim, FeliceFelice Schragenheim",NA,https://en.wikipedia.org/wiki/Felice_Schragenheim
 Schroeter Werner,1945,German,Film director,G,M,AD,"Schroeter, WernerWerner Schroeter",NA,https://en.wikipedia.org/wiki/Werner_Schroeter
 Schulman Sarah,1958,American,"Writer, activist",L,F,AD,"Schulman, SarahSarah Schulman",NA,https://en.wikipedia.org/wiki/Sarah_Schulman
 Schumacher Joel,1939,American,Filmmaker,G,M,AD,"Schumacher, JoelJoel Schumacher",NA,https://en.wikipedia.org/wiki/Joel_Schumacher
 Schuyler James,1923-1991,American,Poet,G,M,AD,"Schuyler, JamesJames Schuyler",NA,https://en.wikipedia.org/wiki/James_Schuyler
 Schwarzenbach Annemarie,1908-1942,Swiss,Photographer,L,F,AD,"Schwarzenbach, AnnemarieAnnemarie Schwarzenbach",NA,https://en.wikipedia.org/wiki/Annemarie_Schwarzenbach
 Sciortino Carl,,American,Politician,G,M,AD,"Sciortino, CarlCarl Sciortino",NA,https://en.wikipedia.org/wiki/Carl_Sciortino
 Scoppettone Sandra,1936,American,Writer,L,F,AD,"Scoppettone, SandraSandra Scoppettone",NA,https://en.wikipedia.org/wiki/Sandra_Scoppettone
 Scorsone Ernesto,1952,American,Politician,G,M,AD,"Scorsone, ErnestoErnesto Scorsone",NA,https://en.wikipedia.org/wiki/Ernesto_Scorsone
 Scott Andrew,1976,Irish,Actor,G,M,AD,"Scott, AndrewAndrew Scott",NA,https://en.wikipedia.org/wiki/Andrew_Scott
 Scott Ann,1965,French,Writer,B,F,AD,"Scott, AnnAnn Scott",NA,https://en.wikipedia.org/wiki/Ann_Scott
 Scott Avy,1981,American,Porn star,B,F,AD,"Scott, AvyAvy Scott",NA,https://en.wikipedia.org/wiki/Avy_Scott
 Scott Craig,1962,Canadian,Politician,G,M,AD,"Scott, CraigCraig Scott",NA,https://en.wikipedia.org/wiki/Scott_Craig
 Scott Daniel,,Australian,Actor,G,M,AD,"Scott, DanielDaniel Scott",NA,https://en.wikipedia.org/wiki/Daniel_Scott
 Scott Daniel,1963,American,Writer,G,M,AD,"Scott, DanielDaniel Scott",NA,https://en.wikipedia.org/wiki/Daniel_Scott
 Scott Hillary,1983,American,Porn star,B,F,AD,"Scott, HillaryHillary Scott",NA,https://en.wikipedia.org/wiki/Hillary_Scott
 Scott Ian,1934-2006,Canadian,Attorney General of Ontario,G,M,AD,"Scott, IanIan Scott",NA,https://en.wikipedia.org/wiki/Scott_Ian
 Scott John,1934-2006,Fijian,Red Cross Director,G,M,AD,"Scott, JohnJohn Scott",NA,https://en.wikipedia.org/wiki/John_Scott
 Scott Melissa,1960,American,Writer,L,F,AD,"Scott, MelissaMelissa Scott",NA,https://en.wikipedia.org/wiki/Melissa_Scott
 Scott Patrick,1921-2014,Irish,Artist,G,M,AD,"Scott, PatrickPatrick Scott",NA,https://en.wikipedia.org/wiki/Patrick_Scott
 Scott Morgan Peter,1958,English / American,Social scientist and strategic thinker,G,M,AD,"Scott-Morgan, PeterPeter Scott-Morgan",NA,0
 Sechrest Jason,1979,American,"Writer, actor",G,M,AD,"Sechrest, JasonJason Sechrest",NA,https://en.wikipedia.org/wiki/Jason_Sechrest
 Secter David,1979,Canadian,Film director,G,M,AD,"Secter, DavidDavid Secter",NA,https://en.wikipedia.org/wiki/David_Secter
 Sedaris David,1956,American,"Writer, radio personality",G,M,AD,"Sedaris, DavidDavid Sedaris",NA,https://en.wikipedia.org/wiki/David_Sedaris
 Seel Pierre,1957-1993,French,Writer,G,M,AD,"Seel, PierrePierre Seel",NA,https://en.wikipedia.org/wiki/Pierre_Seel
 Seger Caroline,1985,Swedish,Footballer,L,F,AD,"Seger, CarolineCaroline Seger",NA,https://en.wikipedia.org/wiki/Caroline_Seger
 Seguerra Aiza,1983,Filipina,"Pop musician, actor",L,F,AD,"Seguerra, AizaAiza Seguerra",NA,https://en.wikipedia.org/wiki/Aiza_Seguerra
 Sellars Stephanie,,American,"Writer, actor",B,F,AD,"Sellars, StephanieStephanie Sellars",NA,https://en.wikipedia.org/wiki/Stephanie_Sellars
 Sells Dan Gillespie,1979,English,Rock musician (The Feeling),G,M,AD,"Sells, Dan GillespieDan Gillespie Sells",NA,https://en.wikipedia.org/wiki/Dan_Gillespie_Sells
 Selvadurai Shyam,1965,Sri Lankan- Canadian,Writer,G,M,AD,"Selvadurai, ShyamShyam Selvadurai",NA,https://en.wikipedia.org/wiki/Shyam_Selvadurai
 Sendak Maurice,1928-2012,American,"Author, illustrator",G,M,AD,"Sendak, MauriceMaurice Sendak",NA,https://en.wikipedia.org/wiki/Maurice_Sendak
 Serano Julia,,American,"Writer, spoken word performer",L,F,AD,"Serano, JuliaJulia Serano",NA,https://en.wikipedia.org/wiki/Julia_Serano
 Sessions John,1953,Scottish,Actor,G,M,AD,"Sessions, JohnJohn Sessions",NA,https://en.wikipedia.org/wiki/John_Sessions
 Sessums Kevin,1956,American,Writer,G,M,AD,"Sessums, KevinKevin Sessums",NA,https://en.wikipedia.org/wiki/Kevin_Sessums
 Seth Vikram,1952,Indian,"Poet, writer",G,M,AD,"Seth, VikramVikram Seth",NA,https://en.wikipedia.org/wiki/Vikram_Seth
 Sexton Tommy,1957-1993,Canadian,"Comedian, actor",G,M,AD,"Sexton, TommyTommy Sexton",NA,https://en.wikipedia.org/wiki/Tommy_Sexton
 Shadix Glenn,1952-2010,American,Actor,G,M,AD,"Shadix, GlennGlenn Shadix",NA,https://en.wikipedia.org/wiki/Glenn_Shadix
 Shafer Dirk,1962,American,"Model, actor",G,M,AD,"Shafer, DirkDirk Shafer",NA,https://en.wikipedia.org/wiki/Dirk_Shafer
 Hussain Shah,1538-1599,Indian/Pakistani,One of the most prominent Punjabi poets in history.,G,M,AD,"Hussain, ShahShah Hussain",NA,https://en.wikipedia.org/wiki/Hussain_Shah
 Shaiman Marc,1959,American,"Composer, lyricist",G,M,AD,"Shaiman, MarcMarc Shaiman",NA,https://en.wikipedia.org/wiki/Marc_Shaiman
 Shamaya Otep,1979,American,Rock musician (Otep),L,F,AD,"Shamaya, OtepOtep Shamaya",NA,https://en.wikipedia.org/wiki/Otep_Shamaya
 Shankman Adam,1964,American,Director,G,M,AD,"Shankman, AdamAdam Shankman",NA,https://en.wikipedia.org/wiki/Adam_Shankman
 Shannon Charles Haslewood,1865-1937,English,Artist,G,M,AD,"Shannon, Charles HaslewoodCharles Haslewood Shannon",NA,https://en.wikipedia.org/wiki/Charles_Haslewood_Shannon
 Shannon Lori,1938-1984,American,Actor,L,F,AD,"Shannon, LoriLori Shannon",NA,https://en.wikipedia.org/wiki/Lori_Shannon
 Shanower Eric,1963,American,"Comics artist, writer",G,M,AD,"Shanower, EricEric Shanower",NA,https://en.wikipedia.org/wiki/Eric_Shanower
 Shaowanasai Michael,1964,Thai,"Artist, actor",G,M,AD,"Shaowanasai, MichaelMichael Shaowanasai",NA,https://en.wikipedia.org/wiki/Michael_Shaowanasai
 Sharkey Kevin,1960,Irish,"Artist, activist",B,M,AD,"Sharkey, KevinKevin Sharkey",NA,https://en.wikipedia.org/wiki/Kevin_Sharkey
 Sharma Parvez,,Indian American,Film director,G,M,AD,"Sharma, ParvezParvez Sharma",NA,https://en.wikipedia.org/wiki/Sharma_Parvez
 Sharp Maia,,American,Singer-songwriter,L,F,AD,"Sharp, MaiaMaia Sharp",NA,https://en.wikipedia.org/wiki/Maia_Sharp
 Sharpe Penny,1970,Australian,Politician,L,F,AD,"Sharpe, PennyPenny Sharpe",NA,https://en.wikipedia.org/wiki/Penny_Sharpe
 Shaw Aiden,1966,English,"Porn star, writer",G,M,AD,"Shaw, AidenAiden Shaw",NA,https://en.wikipedia.org/wiki/Aiden_Shaw
 Shaw Fiona,1955,Irish,Actor,L,F,AD,"Shaw, FionaFiona Shaw",NA,https://en.wikipedia.org/wiki/Fiona_Shaw
 Shaw I Robert Gould,1898-1970,English,Socialite,G,M,AD,"Shaw III, Robert GouldRobert Gould Shaw III",NA,0
 Shear Linda,1948,American,"Rock musician, activist",L,F,AD,"Shear, LindaLinda Shear",NA,https://en.wikipedia.org/wiki/Linda_Shear
 Shears Jake,1978,American,Pop musician (Scissor Sisters),G,M,AD,"Shears, JakeJake Shears",NA,https://en.wikipedia.org/wiki/Jake_Shears
 Sheffield Jeremy,1966,English,Actor,G,M,AD,"Sheffield, JeremyJeremy Sheffield",NA,https://en.wikipedia.org/wiki/Jeremy_Sheffield
 Shelley George,1993,English,"Radio presenter, actor, singer-songwriter (former Union J member)",B,M,AD,"Shelley, GeorgeGeorge Shelley",NA,https://en.wikipedia.org/wiki/George_Shelley
 Shelley Pete,1955,English,Rock musician (Buzzcocks),B,M,AD,"Shelley, PetePete Shelley",NA,https://en.wikipedia.org/wiki/Pete_Shelley
 Sheng Jeff,1980,American,Photographer,G,M,AD,"Sheng, JeffJeff Sheng",NA,https://en.wikipedia.org/wiki/Jeff_Sheng
 Shepard Matthew,1976-1998,American,"Student, murder victim",G,M,AD,"Shepard, MatthewMatthew Shepard",NA,https://en.wikipedia.org/wiki/Matthew_Shepard
 Sheppard Simon,,American,Writer,G,M,AD,"Sheppard, SimonSimon Sheppard",NA,https://en.wikipedia.org/wiki/Simon_Sheppard
 Sher Antony,1949,English,Actor,G,M,AD,"Sher, AntonyAntony Sher",NA,https://en.wikipedia.org/wiki/Antony_Sher
 Sherlock David,,English,Writer,G,M,AD,"Sherlock, DavidDavid Sherlock",NA,https://en.wikipedia.org/wiki/David_Sherlock
 Sherman Delia,1951,American,Writer,L,F,AD,"Sherman, DeliaDelia Sherman",NA,https://en.wikipedia.org/wiki/Delia_Sherman
 Sherman Martin,1939,American,"Playwright, director",G,M,AD,"Sherman, MartinMartin Sherman",NA,https://en.wikipedia.org/wiki/Martin_Sherman
 Michael Shernoff,1951-2008,American,Specialist in the mental health concerns of gay men,G,M,AD,Michael Shernoff,NA,https://en.wikipedia.org/wiki/Michael_Shernoff
 Sherrin Ned,1931-2007,English,TV and radio personality,G,M,AD,"Sherrin, NedNed Sherrin",NA,https://en.wikipedia.org/wiki/Ned_Sherrin
 Shields John,1944,American,Mayor,G,M,AD,"Shields, JohnJohn Shields",NA,https://en.wikipedia.org/wiki/John_Shields
 Shilts Randy,1951-1994,American,"Journalist, writer, AIDS activist",G,M,AD,"Shilts, RandyRandy Shilts",NA,https://en.wikipedia.org/wiki/Randy_Shilts
 Shimizu Jenny,1967,American,"Model, actor",L,F,AD,"Shimizu, JennyJenny Shimizu",NA,https://en.wikipedia.org/wiki/Jenny_Shimizu
 Shores Del,1957,American,"Writer, director, actor",G,M,AD,"Shores, DelDel Shores",NA,https://en.wikipedia.org/wiki/Del_Shores
 Short Hassard,1877-1956,British / American,Theatre director,G,M,AD,"Short, HassardHassard Short",NA,https://en.wikipedia.org/wiki/Hassard_Short
 Shute Nerina,1908-2004,English,"Writer, journalist",B,F,AD,"Shute, NerinaNerina Shute",NA,https://en.wikipedia.org/wiki/Nerina_Shute
 Sia,1975,Australian,Pop singer,B,F,AD,Sia,NA,https://en.wikipedia.org/wiki/Sia
 Sidovska Janis Sidovsk �,1968,Czech,"Television producer, manager",G,M,AD,"Sidovský, JanisJanis Sidovský",NA,0
 Sieber Christopher,1969,American,Actor,G,M,AD,"Sieber, ChristopherChristopher Sieber",NA,https://en.wikipedia.org/wiki/Christopher_Sieber
 Siffre Labi,1945,English,"Poet, songwriter, singer",G,M,AD,"Siffre, LabiLabi Siffre",NA,https://en.wikipedia.org/wiki/Labi_Siffre
 Signorile Michelangelo,1960,American,"Writer, LGBT rights activist",G,M,AD,"Signorile, MichelangeloMichelangelo Signorile",NA,https://en.wikipedia.org/wiki/Michelangelo_Signorile
 Siguradottir Johanna,1942,Icelandic,"Politician, first lesbian Prime Minister",L,F,AD,"Sigurðardóttir, JóhannaJóhanna Sigurðardóttir",NA,0
 Siken Richard,,American,"Writer, poet",G,M,AD,"Siken, RichardRichard Siken",NA,https://en.wikipedia.org/wiki/Richard_Siken
 Sikov Ed,1957,American,Writer,G,M,AD,"Sikov, EdEd Sikov",NA,https://en.wikipedia.org/wiki/Ed_Sikov
 Siksay Bill,1955,Canadian,Politician,G,M,AD,"Siksay, BillBill Siksay",NA,https://en.wikipedia.org/wiki/Bill_Siksay
 Silva Mario,1966,Canadian,Politician,G,M,AD,"Silva, MarioMario Silva",NA,https://en.wikipedia.org/wiki/Mario_Silva
 Silveira Lucas,1979,Canadian,Rock musician,G,M,AD,"Silveira, LucasLucas Silveira",NA,https://en.wikipedia.org/wiki/Lucas_Silveira
 Silvera Makeda,1955,Canadian,Writer,G,M,AD,"Silvera, MakedaMakeda Silvera",NA,https://en.wikipedia.org/wiki/Makeda_Silvera
 Silverstein Charles,1935,American,Writer,G,M,AD,"Silverstein, CharlesCharles Silverstein",NA,https://en.wikipedia.org/wiki/Charles_Silverstein
 Simcox Edith,1844-1901,English,Writer,L,F,AD,"Simcox, EdithEdith Simcox",NA,https://en.wikipedia.org/wiki/Edith_Simcox
 Simien Justin,1983,American,"Film director, screenwriter",G,M,AD,"Simien, JustinJustin Simien",NA,https://en.wikipedia.org/wiki/Justin_Simien
 Simmons Jaason,1970,Australian,Actor,G,M,AD,"Simmons, JaasonJaason Simmons",NA,https://en.wikipedia.org/wiki/Jaason_Simmons
 Simmons Julian,1952,Irish,Television presenter,G,M,AD,"Simmons, JulianJulian Simmons",NA,https://en.wikipedia.org/wiki/Julian_Simmons
 Simmons Roy,1956,American,American football player,G,M,AD,"Simmons, RoyRoy Simmons",NA,https://en.wikipedia.org/wiki/Roy_Simmons
 Sims Mary Woo,,Canadian,"Politician, activist",L,F,AD,"Sims, Mary-WooMary-Woo Sims",NA,https://en.wikipedia.org/wiki/Mary_Woo_Sims
 Simons Nicholas,,Canadian,Politician,G,M,AD,"Simons, NicholasNicholas Simons",NA,https://en.wikipedia.org/wiki/Nicholas_Simons
 Sinclaire Nikki,1968,English,Politician,L,F,AD,"Sinclaire, NikkiNikki Sinclaire",NA,https://en.wikipedia.org/wiki/Nikki_Sinclaire
 Sinema Kyrsten,1976,American,Politician,B,F,AD,"Sinema, KyrstenKyrsten Sinema",NA,https://en.wikipedia.org/wiki/Kyrsten_Sinema
 Singer Bryan,1965,American,Film director,G,M,AD,"Singer, BryanBryan Singer",NA,https://en.wikipedia.org/wiki/Bryan_Singer
 Singer Gary,,Australian,Politician,G,M,AD,"Singer, GaryGary Singer",NA,https://en.wikipedia.org/wiki/Gary_Singer
 Singer Winnaretta,1865-1943,American,Patron,L,F,AD,"Singer, WinnarettaWinnaretta Singer",NA,https://en.wikipedia.org/wiki/Winnaretta_Singer
 Sinha Paul,1970,English,"GP, Comedian, Broadcaster Quiz player",G,M,AD,"Sinha, PaulPaul Sinha",NA,https://en.wikipedia.org/wiki/Paul_Sinha
 Sinz Ricky,1980,American,Pornographic actor,B,M,AD,"Sinz, RickyRicky Sinz",NA,https://en.wikipedia.org/wiki/Ricky_Sinz
 Sipple Oliver,1941-1989,American,Veteran,G,M,AD,"Sipple, OliverOliver Sipple",NA,https://en.wikipedia.org/wiki/Oliver_Sipple
 Sipprell Clara,1885-1975,Canadian,Photographer,L,F,AD,"Sipprell, ClaraClara Sipprell",NA,https://en.wikipedia.org/wiki/Clara_Sipprell
 Siriano Christian,1985,American,"Fashion designer, Reality television participant, winner on Project Runway",G,M,AD,"Siriano, ChristianChristian Siriano",NA,https://en.wikipedia.org/wiki/Christian_Siriano
 Sivan Troye,1995,Australian,"YouTube personality, singer, songwriter",G,M,AD,"Sivan, TroyeTroye Sivan",NA,https://en.wikipedia.org/wiki/Troye_Sivan
 Stephen Skinner,,American,Politician,G ,M,AD,Stephen Skinner,NA,https://en.wikipedia.org/wiki/Stephen_Skinner
 Skjellerup Blake,1985,New Zealand,Short track speed skater,G,M,AD,"Skjellerup, BlakeBlake Skjellerup",NA,https://en.wikipedia.org/wiki/Blake_Skjellerup
 Sledd William,1983,American,Internet personality,G,M,AD,"Sledd, WilliamWilliam Sledd",NA,https://en.wikipedia.org/wiki/William_Sledd
 Smart Jeffrey,1921,Australian,Artist,G,M,AD,"Smart, JeffreyJeffrey Smart",NA,https://en.wikipedia.org/wiki/Jeffrey_Smart
 Smet Pascal,1967,Belgian,Politician,G,M,AD,"Smet, PascalPascal Smet",NA,https://en.wikipedia.org/wiki/Pascal_Smet
 Smith Anna Nicole,1967-2007,American,Model,B,F,AD,"Smith, Anna NicoleAnna Nicole Smith",NA,https://en.wikipedia.org/wiki/Anna_Nicole_Smith
 Smith Barbara,1946,American,"Lesbian feminist, writer",L,F,AD,"Smith, BarbaraBarbara Smith",NA,https://en.wikipedia.org/wiki/Barbara_Smith
 Smith Bessie,1892-1937,American,Blues musician,B,F,AD,"Smith, BessieBessie Smith",NA,https://en.wikipedia.org/wiki/Bessie_Smith
